,cusip_id,bond_sym_id,company_symbol,trd_exctn_dt,trd_exctn_tm,trd_rpt_dt,trd_rpt_tm,msg_seq_nb,trc_st,scrty_type_cd,wis_fl,cmsn_trd,entrd_vol_qt,rptd_pr,yld_sign_cd,yld_pt,asof_cd,days_to_sttl_ct,sale_cndtn_cd,sale_cndtn2_cd,rpt_side_cd,buy_cmsn_rt,buy_cpcty_cd,sell_cmsn_rt,sell_cpcty_cd,cntra_mp_id,agu_qsr_id,spcl_trd_fl,trdg_mkt_cd,dissem_fl,orig_msg_seq_nb,bloomberg_identifier,sub_prdct,stlmnt_dt,trd_mod_3,trd_mod_4,rptg_party_type,lckd_in_ind,ats_indicator,pr_trd_dt,first_trade_ctrl_date,first_trade_ctrl_num
256393,345397TY9,F.IT,F,2002-07-05,43920.0,2002-07-05,54925.0,8321,T,C,N,N,4000.0,98.071,+,7.54,,0.0,Z,A,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
256394,345397TY9,F.IT,F,2002-07-05,44447.0,2002-07-05,44494.0,5258,T,C,N,N,1000000.0,99.346,+,7.345968,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
256395,345397TY9,F.IT,F,2002-07-05,44447.0,2002-07-05,44494.0,5976,C,C,N,N,1000000.0,99.346,+,7.345968,,,@,,S,,P,,P,C,,,S1,Y,5258.0,,,,,,,,,,,
256396,345397TY9,F.IT,F,2002-07-05,45316.0,2002-07-05,45316.0,5684,T,C,N,N,5000.0,100.5,+,7.173,,0.0,@,,B,,P,,P,C,,,S1,Y,,,,,,,,,,,,
256397,345397TY9,F.IT,F,2002-07-05,46001.0,2002-07-05,46005.0,6031,T,C,N,N,10000.0,100.739,+,7.138,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
256398,345397TY9,F.IT,F,2002-07-05,47112.0,2002-07-05,47171.0,6480,T,C,N,N,15000.0,101.125,+,7.080426,,0.0,@,,S,,P,,P,C,,,S1,Y,,,,,,,,,,,,
256399,345397TY9,F.IT,F,2002-07-05,50100.0,2002-07-05,52415.0,7877,T,C,N,N,4000.0,98.071,+,7.54,,0.0,A,,S,,P,,A,D,,,S1,Y,,,,,,,,,,,,
259470,34539CAL6,F.QR,F,2002-07-05,34331.0,2002-07-05,34336.0,941,T,C,N,N,10000.0,99.4718,+,4.9977,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
259542,34539CAQ5,F.QV,F,2002-07-05,38108.0,2002-07-05,38110.0,2255,T,C,N,N,25000.0,99.45,+,7.14,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
259543,34539CAQ5,F.QV,F,2002-07-05,42381.0,2002-07-05,42385.0,4224,T,C,N,N,14000.0,99.45,+,7.14,,6.0,R,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
259635,34539CAY8,F.RE,F,2002-07-05,49255.0,2002-07-05,49258.0,7187,T,C,N,N,5000.0,99.65,+,5.903,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
259707,34539CBG6,F.RM,F,2002-07-05,46145.0,2002-07-05,46147.0,6073,T,C,N,N,5000.0,99.97506,+,4.463293,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
259792,34539CBM3,F.RR,F,2002-07-05,36225.0,2002-07-05,36228.0,1488,T,C,N,N,48000.0,99.080169,+,4.795676,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
259793,34539CBM3,F.RR,F,2002-07-05,44508.0,2002-07-05,44510.0,5266,T,C,N,N,5000.0,99.422785,+,4.610459,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
260395,3454022Z3,F.JL,F,2002-07-05,33677.0,2002-07-05,33679.0,778,T,C,N,N,25000.0,99.238615,+,6.364386,,0.0,N,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
260396,3454022Z3,F.JL,F,2002-07-05,45540.0,2002-07-05,48424.0,6959,T,C,N,N,10000.0,95.0,+,7.31,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
260464,3454023H2,F.JR,F,2002-07-05,41400.0,2002-07-05,44180.0,5087,T,C,N,N,15000.0,99.95,+,6.099,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
260465,3454023H2,F.JR,F,2002-07-05,49620.0,2002-07-05,50779.0,7484,T,C,N,N,6000.0,98.95,+,6.312,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
260466,3454023H2,F.JR,F,2002-07-05,49620.0,2002-07-05,50779.0,7488,T,C,N,N,6000.0,98.95,+,6.312,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
260467,3454023H2,F.JR,F,2002-07-05,49620.0,2002-07-05,51340.0,7707,T,C,N,N,6000.0,99.95,+,6.099,,0.0,A,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
260476,3454023J8,F.JS,F,2002-07-05,38796.0,2002-07-05,38796.0,2557,T,C,N,N,10000.0,94.0,+,7.339,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
260545,3454023S8,F.JX,F,2002-07-05,38852.0,2002-07-05,38854.0,2586,T,C,N,N,40000.0,101.368071,+,5.616627,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
260594,3454024U2,F.KC,F,2002-07-05,35760.0,2002-07-05,39324.0,2773,T,C,N,N,20000.0,105.5,+,6.349356,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
260595,3454024U2,F.KC,F,2002-07-05,37093.0,2002-07-05,37096.0,1795,T,C,N,N,2000.0,104.465946,+,6.605243,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
260596,3454024U2,F.KC,F,2002-07-05,41400.0,2002-07-05,44180.0,5089,T,C,N,N,25000.0,106.625,+,6.074,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
260597,3454024U2,F.KC,F,2002-07-05,41424.0,2002-07-05,41427.0,3803,T,C,N,N,100000.0,105.151684,+,6.435208,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
260598,3454024U2,F.KC,F,2002-07-05,44137.0,2002-07-05,51096.0,7517,T,C,N,N,200000.0,103.954,+,6.733,,0.0,Z,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
260599,3454024U2,F.KC,F,2002-07-05,44580.0,2002-07-05,47332.0,6527,T,C,N,N,50000.0,105.207,+,6.4216,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
260600,3454024U2,F.KC,F,2002-07-05,48060.0,2002-07-05,51327.0,7596,T,C,N,N,200000.0,103.523,+,6.841,,0.0,A,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
260601,3454024U2,F.KC,F,2002-07-05,48060.0,2002-07-05,51334.0,7678,T,C,N,N,200000.0,103.954,+,6.733,,0.0,A,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
260602,3454024U2,F.KC,F,2002-07-05,53497.0,2002-07-05,53500.0,8124,T,C,N,N,200000.0,103.532,+,6.839,,0.0,A,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
260860,3454025C1,F.KK,F,2002-07-03,35700.0,2002-07-05,35992.0,1410,T,C,N,N,200000.0,98.897,+,,A,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
260861,3454025C1,F.KK,F,2002-07-03,35820.0,2002-07-05,36043.0,1430,T,C,N,N,200000.0,98.897,+,,A,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
260883,3454025D9,F.KL,F,2002-07-05,44240.0,2002-07-05,44242.0,5134,T,C,N,Y,40000.0,99.53,+,,,0.0,@,,S,,P,0.3,P,C,,,S1,N,,,,,,,,,,,,
260926,3454025E7,F.KM,F,2002-07-03,35880.0,2002-07-05,36109.0,1440,T,C,N,N,1900000.0,94.773,+,,A,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
260927,3454025E7,F.KM,F,2002-07-03,35940.0,2002-07-05,36151.0,1459,T,C,N,N,1900000.0,94.788,+,,A,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
261072,345402G54,F.LH,F,2002-07-05,41283.0,2002-07-05,41285.0,3732,T,C,N,N,15000.0,101.454531,+,5.9508,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
261127,345402L74,F.LP,F,2002-07-05,38748.0,2002-07-05,38752.0,2522,T,C,N,N,10000.0,102.773,+,6.214,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
261340,345402T35,F.MS,F,2002-07-03,26111.0,2002-07-05,28852.0,50,T,C,N,N,5000.0,98.0,+,7.295,A,4.0,R,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
261341,345402T35,F.MS,F,2002-07-03,26111.0,2002-07-05,28856.0,51,T,C,N,N,5000.0,97.5,+,7.37,A,4.0,R,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
261345,345402T35,F.MS,F,2002-07-05,32983.0,2002-07-05,33012.0,558,T,C,N,N,5000.0,98.0,+,7.295,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
261346,345402T35,F.MS,F,2002-07-05,32983.0,2002-07-05,33013.0,559,T,C,N,N,5000.0,97.5,+,7.37,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
261347,345402T35,F.MS,F,2002-07-05,45568.0,2002-07-05,45570.0,5858,T,C,N,N,5000.0,99.1,+,7.239,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
261479,345402U58,F.NB,F,2002-07-05,41626.0,2002-07-05,41627.0,3895,T,C,N,N,25000.0,102.307563,+,6.333651,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
261674,345402Z46,F.OU,F,2002-07-05,35804.0,2002-07-05,35806.0,1359,T,C,N,N,22000.0,100.0,+,7.089919,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
261675,345402Z46,F.OU,F,2002-07-05,35905.0,2002-07-05,35924.0,1383,T,C,N,N,22000.0,100.0,+,,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
261676,345402Z46,F.OU,F,2002-07-05,35919.0,2002-07-05,35920.0,1380,T,C,N,N,22000.0,100.0,+,,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
261677,345402Z46,F.OU,F,2002-07-05,40686.0,2002-07-05,40688.0,3350,T,C,N,N,8000.0,99.875,+,16.06559,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
262075,347471AQ7,GP.GE,GP,2002-07-03,32584.0,2002-07-05,32632.0,503,T,C,N,N,150000.0,94.05,+,9.704979,A,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
262077,347471AQ7,GP.GE,GP,2002-07-05,35195.0,2002-07-05,35196.0,1161,T,C,N,N,9000.0,97.125,+,8.082,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
262078,347471AQ7,GP.GE,GP,2002-07-05,40924.0,2002-07-05,40926.0,3435,T,C,N,N,2000.0,98.0,+,7.631,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
262079,347471AQ7,GP.GE,GP,2002-07-05,49080.0,2002-07-05,49499.0,7259,T,C,N,Y,5000.0,99.0,+,7.121,,0.0,@,,S,,P,1.0,A,C,,,S1,N,,,,,,,,,,,,
262080,347471AQ7,GP.GE,GP,2002-07-05,49080.0,2002-07-05,50076.0,7373,T,C,N,N,5000.0,98.0,+,7.631,,0.0,@,,S,,A,,P,D,,,S1,N,,,,,,,,,,,,
262081,347471AQ7,GP.GE,GP,2002-07-05,49080.0,2002-07-05,50335.0,7436,T,C,N,Y,5000.0,48.0,+,,,0.0,@,,B,50.0,A,,P,D,,,S1,N,,,,,,,,,,,,
262082,347471AQ7,GP.GE,GP,2002-07-05,49105.0,2002-07-05,49108.0,7153,T,C,N,N,5000.0,98.0,+,7.631,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
262301,35100EAD6,FSH.GE,FSH,2002-07-03,50043.0,2002-07-05,50075.0,7372,T,C,N,N,5000.0,30.0,+,4.475,A,2.0,R,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
262302,35100EAD6,FSH.GE,FSH,2002-07-03,50043.0,2002-07-05,50078.0,7374,T,C,N,N,3000.0,30.0,+,4.475,A,2.0,R,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
262303,35100EAD6,FSH.GE,FSH,2002-07-03,53092.0,2002-07-05,53117.0,7994,T,C,N,N,8000.0,30.0,+,4.475,A,2.0,R,A,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
262358,35138BAA4,DIS.HQ,DIS,2002-07-05,39974.0,2002-07-05,39977.0,3010,T,C,N,N,5000.0,106.5,+,7.729,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
262524,351437AC2,FXLN.GA,FXLN,2002-07-05,38040.0,2002-07-05,38098.0,2249,T,C,N,N,15000.0,104.25,+,8.242359,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
262525,351437AC2,FXLN.GA,FXLN,2002-07-05,38040.0,2002-07-05,38142.0,2278,T,C,N,N,15000.0,104.5,+,8.206167,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
262861,358034AC0,FOOD.GA,FOOD,2002-07-01,58804.0,2002-07-05,34970.0,1091,T,C,N,N,25000.0,60.85,+,27.746943,R,0.0,N,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
262863,358034AC0,FOOD.GA,FOOD,2002-07-01,58895.0,2002-07-05,36009.0,1421,T,C,N,N,25000.0,61.649999,+,27.267519,R,0.0,N,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
262878,358497AA3,FRN.GA,FRN,2002-07-05,50401.0,2002-07-05,50404.0,7445,T,C,N,Y,10000.0,106.0,+,9.766,,0.0,@,,S,,P,3.0,P,C,,,S1,N,,,,,,,,,,,,
263107,361446AC1,GMT.GG,GMT,2002-07-03,45843.0,2002-07-05,45661.0,5887,T,C,N,N,25000.0,94.0,+,9.446,A,0.0,@,,S,,A,,P,D,,,S1,N,,,,,,,,,,,,
263468,36144TCF2,GMT.GX,GMT,2002-07-05,36327.0,2002-07-05,36502.0,1609,T,C,N,N,25000.0,95.0,+,8.243,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
263658,36158FAA8,GE.GL,GE,2002-07-05,39374.0,2002-07-05,39376.0,2803,T,C,N,N,35000.0,103.528431,+,6.699552,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
263659,36158FAA8,GE.GL,GE,2002-07-05,45219.0,2002-07-05,45220.0,5626,T,C,N,N,50000.0,103.054016,+,6.738937,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
263660,36158FAA8,GE.GL,GE,2002-07-05,45720.0,2002-07-05,47735.0,6697,T,C,N,N,2000.0,97.735,+,7.2,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
264096,36158FAB6,GE.GM,GE,2002-07-03,37440.0,2002-07-05,47130.0,6456,T,C,N,N,50000.0,97.75,+,6.68,A,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
264097,36158FAB6,GE.GM,GE,2002-07-03,37440.0,2002-07-05,50668.0,7471,T,C,N,N,50000.0,97.75,+,6.675,R,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
264111,36158FAB6,GE.GM,GE,2002-07-05,45761.0,2002-07-05,45983.0,6023,T,C,N,N,20000.0,97.04,+,6.747635,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
264112,36158FAB6,GE.GM,GE,2002-07-05,45928.0,2002-07-05,46898.0,6375,T,C,N,N,20000.0,99.296,+,6.517,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
264113,36158FAB6,GE.GM,GE,2002-07-05,45928.0,2002-07-05,46898.0,6376,T,C,N,N,20000.0,97.04,+,6.748,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
264114,36158FAB6,GE.GM,GE,2002-07-05,45928.0,2002-07-05,46898.0,6377,T,C,N,N,20000.0,97.04,+,6.746,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
264115,36158FAB6,GE.GM,GE,2002-07-05,47790.0,2002-07-05,47792.0,6770,T,C,N,N,30000.0,97.0,+,6.751756,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
264116,36158FAB6,GE.GM,GE,2002-07-05,47790.0,2002-07-05,47793.0,6771,T,C,N,N,30000.0,97.0,+,6.751756,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
265023,36158FAC4,GE.GN,GE,2002-07-05,45366.0,2002-07-05,45367.0,5761,T,C,N,N,30000.0,109.118999,+,6.035098,,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
265335,362311AC6,VZ.HX,VZ,2002-07-05,39845.0,2002-07-05,39849.0,2947,T,C,N,N,17000.0,104.981,+,3.662523,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
265336,362311AC6,VZ.HX,VZ,2002-07-05,41503.0,2002-07-05,41530.0,3845,T,C,N,N,20000.0,104.981,+,3.662523,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
265501,362311AD4,VZ.HY,VZ,2002-07-05,39048.0,2002-07-05,39050.0,2646,T,C,N,N,15000.0,103.5,+,7.61,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
265502,362311AD4,VZ.HY,VZ,2002-07-05,41534.0,2002-07-05,41535.0,3853,T,C,N,N,7000.0,103.5,+,7.61,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
265503,362311AD4,VZ.HY,VZ,2002-07-05,42301.0,2002-07-05,42302.0,4149,T,C,N,N,23000.0,103.5,+,7.61,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
265504,362311AD4,VZ.HY,VZ,2002-07-05,45660.0,2002-07-05,47281.0,6506,T,C,N,N,25000.0,102.5,+,7.74,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
265969,362311AE2,VZ.HZ,VZ,2002-07-05,46916.0,2002-07-05,46995.0,6406,T,C,N,N,25000.0,102.471,+,6.479972,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
266316,362311AJ1,VZ.ID,VZ,2002-07-03,42580.0,2002-07-05,45085.0,5572,T,C,N,N,35000.0,95.051,+,6.442,R,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
266317,362311AJ1,VZ.ID,VZ,2002-07-03,42580.0,2002-07-05,45171.0,5604,T,C,N,N,35000.0,95.051,+,6.442,A,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
266377,362311AJ1,VZ.ID,VZ,2002-07-05,37560.0,2002-07-05,37593.0,2022,T,C,N,N,9000.0,96.75056,+,6.112,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
266378,362311AJ1,VZ.ID,VZ,2002-07-05,37560.0,2002-07-05,37595.0,2024,T,C,N,N,9000.0,96.14,+,6.2298,,0.0,@,,B,,A,,A,D,,,S1,N,,,,,,,,,,,,
266379,362311AJ1,VZ.ID,VZ,2002-07-05,37560.0,2002-07-05,39191.0,2688,T,C,N,N,9000.0,96.75056,+,6.112,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
266380,362311AJ1,VZ.ID,VZ,2002-07-05,37560.0,2002-07-05,39191.0,2689,C,C,N,N,9000.0,96.75056,+,6.112,,,@,,S,,P,,P,C,,,S1,N,2688.0,,,,,,,,,,,
266381,362311AJ1,VZ.ID,VZ,2002-07-05,37573.0,2002-07-05,37577.0,2017,T,C,N,N,9000.0,96.14,+,6.229766,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
266383,362311AJ1,VZ.ID,VZ,2002-07-05,45527.0,2002-07-05,45790.0,5940,T,C,N,N,200000.0,92.555999,+,6.939055,,2.0,R,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
266385,362311AJ1,VZ.ID,VZ,2002-07-05,45798.0,2002-07-05,45799.0,5947,T,C,N,N,10000.0,96.553,+,6.15,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
266386,362311AJ1,VZ.ID,VZ,2002-07-05,49080.0,2002-07-05,49099.0,7150,T,C,N,N,30000.0,94.551,+,6.5405,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
266387,362311AJ1,VZ.ID,VZ,2002-07-05,49080.0,2002-07-05,49101.0,7151,T,C,N,N,30000.0,94.218,+,6.6064,,0.0,@,,B,,A,,A,D,,,S1,N,,,,,,,,,,,,
266388,362311AJ1,VZ.ID,VZ,2002-07-05,49088.0,2002-07-05,49089.0,7147,T,C,N,N,30000.0,94.218,+,6.606419,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
266389,362311AJ1,VZ.ID,VZ,2002-07-05,53525.0,2002-07-05,53527.0,8126,T,C,N,N,10000.0,96.553,+,6.15,,0.0,A,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
266581,362311AK8,VZ.IE,VZ,2002-07-05,42668.0,2002-07-05,42730.0,4375,T,C,N,N,10000.0,108.307,+,5.60464,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
266582,362311AK8,VZ.IE,VZ,2002-07-05,42939.0,2002-07-05,42970.0,4478,T,C,N,N,9000.0,108.307,+,5.60464,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
266583,362311AK8,VZ.IE,VZ,2002-07-05,43981.0,2002-07-05,44051.0,4882,T,C,N,N,10000.0,110.307,+,5.141546,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
266663,362320AS2,VZ.IH,VZ,2002-07-01,35880.0,2002-07-05,32885.0,538,T,C,N,N,2500000.0,105.18,+,3.242787,R,0.0,@,,S,,P,,P,D,,,S1,N,,,,,,,,,,,,
266664,362320AS2,VZ.IH,VZ,2002-07-01,35880.0,2002-07-05,32885.0,539,T,C,N,N,2500000.0,105.18,+,3.242787,A,0.0,@,,B,,A,,P,D,,,S1,N,,,,,,,,,,,,
267038,362320AU7,VZ.IJ,VZ,2002-07-05,34560.0,2002-07-05,35716.0,1329,T,C,N,N,65000.0,99.0,+,,,0.0,@,,B,,P,,P,C,,,S1,N,,,,,,,,,,,,
267039,362320AU7,VZ.IJ,VZ,2002-07-05,34920.0,2002-07-05,35716.0,1332,T,C,N,Y,11000.0,102.03,+,7.635,,0.0,@,,S,,P,0.03,P,C,,,S1,N,,,,,,,,,,,,
267040,362320AU7,VZ.IJ,VZ,2002-07-05,34980.0,2002-07-05,35716.0,1333,T,C,N,Y,3000.0,102.03,+,7.635,,0.0,@,,S,,P,0.03,P,C,,,S1,N,,,,,,,,,,,,
267041,362320AU7,VZ.IJ,VZ,2002-07-05,35040.0,2002-07-05,35716.0,1334,T,C,N,Y,10000.0,102.03,+,7.635,,0.0,@,,S,,P,0.03,P,C,,,S1,N,,,,,,,,,,,,
267042,362320AU7,VZ.IJ,VZ,2002-07-05,35160.0,2002-07-05,37518.0,1961,T,C,N,Y,10000.0,100.01,+,7.828,,0.0,@,,S,,P,0.01,P,C,,,S1,N,,,,,,,,,,,,
267043,362320AU7,VZ.IJ,VZ,2002-07-05,35280.0,2002-07-05,37519.0,1963,T,C,N,Y,31000.0,102.03,+,7.635,,0.0,@,,S,,P,0.03,P,C,,,S1,N,,,,,,,,,,,,
267336,362320AV5,VZ.IK,VZ,2002-07-05,38700.0,2002-07-05,39836.0,2943,T,C,N,N,100000.0,99.403,+,7.65,,0.0,@,,B,,A,,P,C,,,S1,N,,,,,,,,,,,,
267337,362320AV5,VZ.IK,VZ,2002-07-05,38700.0,2002-07-05,39993.0,3019,T,C,N,N,100000.0,99.403,+,7.65,,0.0,@,,B,,P,,A,D,,,S1,N,,,,,,,,,,,,
267338,362320AV5,VZ.IK,VZ,2002-07-05,38847.0,2002-07-05,38957.0,2621,T,C,N,N,100000.0,99.403,+,7.621752,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
267339,362320AV5,VZ.IK,VZ,2002-07-05,38847.0,2002-07-05,38957.0,3050,C,C,N,N,100000.0,99.403,+,7.621752,,,@,,B,,P,,P,D,,,S1,N,2621.0,,,,,,,,,,,
267341,362320AV5,VZ.IK,VZ,2002-07-05,40440.0,2002-07-05,40514.0,3232,T,C,N,N,15000.0,105.767,+,6.4372,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
267342,362320AV5,VZ.IK,VZ,2002-07-05,40440.0,2002-07-05,40516.0,3233,T,C,N,N,15000.0,105.267,+,6.5271,,0.0,@,,B,,A,,A,D,,,S1,N,,,,,,,,,,,,
267343,362320AV5,VZ.IK,VZ,2002-07-05,40497.0,2002-07-05,40497.0,3226,T,C,N,N,15000.0,105.266999,+,6.527086,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
267775,362320AW3,VZ.IL,VZ,2002-07-05,30480.0,2002-07-05,33311.0,689,T,C,N,Y,10000.0,97.49,+,,,0.0,@,,B,0.01,P,,P,C,,,S1,N,,,,,,,,,,,,
267776,362320AW3,VZ.IL,VZ,2002-07-05,30900.0,2002-07-05,33311.0,692,T,C,N,Y,10000.0,101.53,+,7.762,,0.0,@,,S,,P,0.03,P,C,,,S1,N,,,,,,,,,,,,
267777,362320AW3,VZ.IL,VZ,2002-07-05,35640.0,2002-07-05,35684.0,1315,T,C,N,N,20000.0,104.5,+,7.379406,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
267781,362320AW3,VZ.IL,VZ,2002-07-05,37626.0,2002-07-05,37630.0,2046,T,C,N,N,10000.0,100.5,+,7.853,,0.0,@,,B,,A,,P,D,,,S1,N,,,,,,,,,,,,
267782,362320AW3,VZ.IL,VZ,2002-07-05,37626.0,2002-07-05,37631.0,2048,T,C,N,Y,10000.0,100.95,+,7.789,,0.0,@,,S,,P,0.45,A,C,,,S1,N,,,,,,,,,,,,
267783,362320AW3,VZ.IL,VZ,2002-07-05,46771.0,2002-07-05,46773.0,6334,T,C,N,N,97000.0,102.5,+,7.61,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
267784,362320AW3,VZ.IL,VZ,2002-07-05,48757.0,2002-07-05,48758.0,7061,T,C,N,N,50000.0,102.5,+,7.61,,0.0,@,,S,,P,,P,C,,,S1,N,,,,,,,,,,,,
268736,362320AZ6,VZ.IO,VZ,2002-07-05,33636.0,2002-07-05,52539.0,7907,T,C,N,N,20000.0,89.125,+,,,0.0,Z,A,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
268738,362320AZ6,VZ.IO,VZ,2002-07-05,33720.0,2002-07-05,40530.0,3260,T,C,N,N,20000.0,92.0,+,7.725,,0.0,Z,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
268740,362320AZ6,VZ.IO,VZ,2002-07-05,39064.0,2002-07-05,39067.0,2653,T,C,N,N,50000.0,92.2,+,7.701,,0.0,@,,B,,P,,P,D,,,S1,N,,,,,,,,,,,,
268741,362320AZ6,VZ.IO,VZ,2002-07-05,39637.0,2002-07-05,41983.0,4022,T,C,N,N,50000.0,92.2,+,7.701,,0.0,@,,S,,A,,P,D,,,S1,N,,,,,,,,,,,,
